"Åñ Sorted by Index Futures,JGB Futures, Index Options (Put, Call), Options on 10-year JGB futures, Individual Options each in contract month numerical order.",,,,,,,,,,,
"Åñ ""Theoretical price"" is used in calculating the price range of J-NET trading until 4 p.m. of the trading day.",,,,,,,,,,,
Issue Code,Issue Name,PutÅ^Call,Contract Month,Strike Price,Settlement Price,Theoretical Price,Underlying Index,Volatility ,Interest Rate,Days until Maturity,Underlying Name
348072503,CAL_2503_161208_1900,CAL,201612,1900,36.3,36.2,,29.6933,0.03,42,
348082503,CAL_2503_161208_2000,CAL,201612,2000,15.4,15.3,,29.6933,0.03,42,
348092503,CAL_2503_161208_2200,CAL,201612,2200,1.9,1.9,,29.6933,0.03,42,
303072503,CAL_2503_170309_1400,CAL,201703,1400,404,403.8,,33.5469,0.1064,133,
303062503,CAL_2503_170309_1500,CAL,201703,1500,322,321.6,,33.5469,0.1064,133,
303012503,CAL_2503_170309_1600,CAL,201703,1600,249.5,249.2,,33.5469,0.1064,133,
303022503,CAL_2503_170309_1700,CAL,201703,1700,188,187.8,,33.5469,0.1064,133,
303032503,CAL_2503_170309_1800,CAL,201703,1800,133,133,,32.4357,0.1064,133,
303042503,CAL_2503_170309_1900,CAL,201703,1900,92,91.5,,31.8733,0.1064,133,
303052503,CAL_2503_170309_2000,CAL,201703,2000,62.5,62.4,,31.8733,0.1064,133,
306012503,CAL_2503_170608_1500,CAL,201706,1500,355,354.8,,34.3769,0.1282,224,
306022503,CAL_2503_170608_1600,CAL,201706,1600,290,289.6,,34.3769,0.1282,224,
306032503,CAL_2503_170608_1700,CAL,201706,1700,233.5,233.2,,34.3769,0.1282,224,
306042503,CAL_2503_170608_1800,CAL,201706,1800,179.5,179.3,,33.2657,0.1282,224,
306052503,CAL_2503_170608_1900,CAL,201706,1900,137,136.6,,32.7033,0.1282,224,
306062503,CAL_2503_170608_2000,CAL,201706,2000,105,104.6,,32.7033,0.1282,224,
247062503,PUT_2503_161110_1400,PUT,201611,1400,0.1,0.1,,44.0602,0.0091,14,
247012503,PUT_2503_161110_1500,PUT,201611,1500,0.9,0.8,,44.0602,0.0091,14,
247022503,PUT_2503_161110_1600,PUT,201611,1600,5.5,5.5,,44.0602,0.0091,14,
247032503,PUT_2503_161110_1700,PUT,201611,1700,22,21.9,,44.0602,0.0091,14,
247042503,PUT_2503_161110_1800,PUT,201611,1800,59,58.9,,43.3874,0.0091,14,
247052503,PUT_2503_161110_1900,PUT,201611,1900,121.5,121.3,,43.0283,0.0091,14,
247072503,PUT_2503_161110_2000,PUT,201611,2000,204.5,204.1,,43.0283,0.0091,14,
248012503,PUT_2503_161208_1300,PUT,201612,1300,0.1,0.1,,31.3669,0.03,42,
248022503,PUT_2503_161208_1400,PUT,201612,1400,0.5,0.5,,31.3669,0.03,42,
248032503,PUT_2503_161208_1500,PUT,201612,1500,3,2.9,,31.3669,0.03,42,
248042503,PUT_2503_161208_1600,PUT,201612,1600,11.7,11.7,,31.3669,0.03,42,
248052503,PUT_2503_161208_1700,PUT,201612,1700,33.5,33.5,,31.3669,0.03,42,
248062503,PUT_2503_161208_1800,PUT,201612,1800,72,71.5,,30.2557,0.03,42,
248072503,PUT_2503_161208_1900,PUT,201612,1900,132,131.6,,29.6933,0.03,42,
248082503,PUT_2503_161208_2000,PUT,201612,2000,211,210.7,,29.6933,0.03,42,
248092503,PUT_2503_161208_2200,PUT,201612,2200,397.5,397.3,,29.6933,0.03,42,
203072503,PUT_2503_170309_1400,PUT,201703,1400,17.8,17.8,,33.5469,0.1064,133,
203062503,PUT_2503_170309_1500,PUT,201703,1500,35.6,35.5,,33.5469,0.1064,133,
203012503,PUT_2503_170309_1600,PUT,201703,1600,63.5,63,,33.5469,0.1064,133,
203022503,PUT_2503_170309_1700,PUT,201703,1700,102,101.6,,33.5469,0.1064,133,
203032503,PUT_2503_170309_1800,PUT,201703,1800,147,146.8,,32.4357,0.1064,133,
203042503,PUT_2503_170309_1900,PUT,201703,1900,205.5,205.3,,31.8733,0.1064,133,
203052503,PUT_2503_170309_2000,PUT,201703,2000,276.5,276.1,,31.8733,0.1064,133,
206012503,PUT_2503_170608_1500,PUT,201706,1500,68.5,68.1,,34.3769,0.1282,224,
206022503,PUT_2503_170608_1600,PUT,201706,1600,103,102.8,,34.3769,0.1282,224,
206032503,PUT_2503_170608_1700,PUT,201706,1700,146.5,146.4,,34.3769,0.1282,224,
206042503,PUT_2503_170608_1800,PUT,201706,1800,192.5,192.4,,33.2657,0.1282,224,
206052503,PUT_2503_170608_1900,PUT,201706,1900,250,249.6,,32.7033,0.1282,224,
206062503,PUT_2503_170608_2000,PUT,201706,2000,318,317.5,,32.7033,0.1282,224,
347062531,CAL_2531_161110_800,CAL,201611,800,193.5,193,,27.53,0.0091,14,
347012531,CAL_2531_161110_850,CAL,201611,850,143.5,143,,27.53,0.0091,14,
347022531,CAL_2531_161110_900,CAL,201611,900,94,93.7,,27.53,0.0091,14,
347032531,CAL_2531_161110_950,CAL,201611,950,49.1,49.1,,27.53,0.0091,14,
347042531,CAL_2531_161110_1000,CAL,201611,1000,18.2,18.1,,27.53,0.0091,14,
347052531,CAL_2531_161110_1100,CAL,201611,1100,0.7,0.6,,27.53,0.0091,14,
347072531,CAL_2531_161110_1200,CAL,201611,1200,0.1,0,,27.53,0.0091,14,
348062531,CAL_2531_161208_750,CAL,201612,750,243.5,243.1,,27.53,0.03,42,
348012531,CAL_2531_161208_800,CAL,201612,800,193.5,193.3,,27.53,0.03,42,
348022531,CAL_2531_161208_850,CAL,201612,850,145,144.7,,27.53,0.03,42,
348032531,CAL_2531_161208_900,CAL,201612,900,100,99.7,,27.53,0.03,42,
348042531,CAL_2531_161208_950,CAL,201612,950,62,61.7,,27.53,0.03,42,
348052531,CAL_2531_161208_1000,CAL,201612,1000,33.8,33.7,,27.53,0.03,42,
348072531,CAL_2531_161208_1100,CAL,201612,1100,6.8,6.8,,27.53,0.03,42,
348082531,CAL_2531_161208_1200,CAL,201612,1200,0.9,0.8,,27.53,0.03,42,
303082531,CAL_2531_170309_750,CAL,201703,750,246,246,,27.53,0.1064,133,
303072531,CAL_2531_170309_800,CAL,201703,800,200,200,,27.53,0.1064,133,
303012531,CAL_2531_170309_850,CAL,201703,850,158,157.6,,27.53,0.1064,133,
303022531,CAL_2531_170309_900,CAL,201703,900,120.5,120.1,,27.53,0.1064,133,
303032531,CAL_2531_170309_950,CAL,201703,950,88.5,88.3,,27.53,0.1064,133,
303042531,CAL_2531_170309_1000,CAL,201703,1000,63,62.7,,27.53,0.1064,133,
303052531,CAL_2531_170309_1100,CAL,201703,1100,28.7,28.6,,27.53,0.1064,133,
303062531,CAL_2531_170309_1200,CAL,201703,1200,11.6,11.5,,27.53,0.1064,133,
306062531,CAL_2531_170608_850,CAL,201706,850,161.5,161.3,,27.53,0.1282,224,
306012531,CAL_2531_170608_900,CAL,201706,900,128.5,128,,27.53,0.1282,224,
306022531,CAL_2531_170608_950,CAL,201706,950,100,99.7,,27.53,0.1282,224,
306032531,CAL_2531_170608_1000,CAL,201706,1000,76.5,76.2,,27.53,0.1282,224,
306042531,CAL_2531_170608_1100,CAL,201706,1100,42.4,42.3,,27.53,0.1282,224,
306052531,CAL_2531_170608_1200,CAL,201706,1200,22.2,22.1,,27.53,0.1282,224,
247062531,PUT_2531_161110_800,PUT,201611,800,0.1,0,,27.53,0.0091,14,
247012531,PUT_2531_161110_850,PUT,201611,850,0.1,0,,27.53,0.0091,14,
247022531,PUT_2531_161110_900,PUT,201611,900,0.7,0.7,,27.53,0.0091,14,
247032531,PUT_2531_161110_950,PUT,201611,950,6.1,6.1,,27.53,0.0091,14,
247042531,PUT_2531_161110_1000,PUT,201611,1000,25.2,25.1,,27.53,0.0091,14,
247052531,PUT_2531_161110_1100,PUT,201611,1100,108,107.6,,27.53,0.0091,14,
247072531,PUT_2531_161110_1200,PUT,201611,1200,207,207,,27.53,0.0091,14,
248062531,PUT_2531_161208_750,PUT,201612,750,0.1,0,,27.53,0.03,42,
248012531,PUT_2531_161208_800,PUT,201612,800,0.3,0.3,,27.53,0.03,42,
248022531,PUT_2531_161208_850,PUT,201612,850,1.8,1.7,,27.53,0.03,42,
248032531,PUT_2531_161208_900,PUT,201612,900,6.7,6.6,,27.53,0.03,42,
248042531,PUT_2531_161208_950,PUT,201612,950,18.7,18.7,,27.53,0.03,42,
248052531,PUT_2531_161208_1000,PUT,201612,1000,40.7,40.7,,27.53,0.03,42,
248072531,PUT_2531_161208_1100,PUT,201612,1100,114,113.7,,27.53,0.03,42,
248082531,PUT_2531_161208_1200,PUT,201612,1200,208,207.8,,27.53,0.03,42,
203082531,PUT_2531_170309_750,PUT,201703,750,2.7,2.7,,27.53,0.1064,133,
203072531,PUT_2531_170309_800,PUT,201703,800,6.7,6.7,,27.53,0.1064,133,
203012531,PUT_2531_170309_850,PUT,201703,850,14.3,14.3,,27.53,0.1064,133,
203022531,PUT_2531_170309_900,PUT,201703,900,26.8,26.7,,27.53,0.1064,133,
203032531,PUT_2531_170309_950,PUT,201703,950,45,44.9,,27.53,0.1064,133,
203042531,PUT_2531_170309_1000,PUT,201703,1000,69.5,69.3,,27.53,0.1064,133,
203052531,PUT_2531_170309_1100,PUT,201703,1100,135.5,135.2,,27.53,0.1064,133,
203062531,PUT_2531_170309_1200,PUT,201703,1200,218.5,218.1,,27.53,0.1064,133,
206062531,PUT_2531_170608_850,PUT,201706,850,29.6,29.6,,27.53,0.1282,224,
206012531,PUT_2531_170608_900,PUT,201706,900,46.4,46.3,,27.53,0.1282,224,
206022531,PUT_2531_170608_950,PUT,201706,950,68,68,,27.53,0.1282,224,
206032531,PUT_2531_170608_1000,PUT,201706,1000,94.5,94.4,,27.53,0.1282,224,
206042531,PUT_2531_170608_1100,PUT,201706,1100,160.5,160.5,,27.53,0.1282,224,
206052531,PUT_2531_170608_1200,PUT,201706,1200,240.5,240.2,,27.53,0.1282,224,
347012651,CAL_2651_161110_6500,CAL,201611,6500,1411,1410,,24.0925,0.0091,14,
347022651,CAL_2651_161110_7000,CAL,201611,7000,911,910.6,,24.0925,0.0091,14,
347032651,CAL_2651_161110_7500,CAL,201611,7500,434,433.6,,24.0925,0.0091,14,
347042651,CAL_2651_161110_8000,CAL,201611,8000,109.5,109,,24.0925,0.0091,14,
347052651,CAL_2651_161110_8500,CAL,201611,8500,10.8,10.7,,24.0925,0.0091,14,
347062651,CAL_2651_161110_9000,CAL,201611,9000,0.4,0.4,,24.0925,0.0091,14,
348092651,CAL_2651_161208_6000,CAL,201612,6000,1911,1910.3,,24.0925,0.03,42,
348082651,CAL_2651_161208_6500,CAL,201612,6500,1412,1411.8,,24.0925,0.03,42,
348072651,CAL_2651_161208_7000,CAL,201612,7000,928.5,928.2,,24.0925,0.03,42,
348062651,CAL_2651_161208_7500,CAL,201612,7500,508,507.7,,24.0925,0.03,42,
348012651,CAL_2651_161208_8000,CAL,201612,8000,217,216.9,,24.0925,0.03,42,
348022651,CAL_2651_161208_8500,CAL,201612,8500,70,69.8,,24.0925,0.03,42,
348032651,CAL_2651_161208_9000,CAL,201612,9000,16.9,16.8,,24.0925,0.03,42,
348042651,CAL_2651_161208_9500,CAL,201612,9500,3.1,3.1,,24.0925,0.03,42,
348052651,CAL_2651_161208_10000,CAL,201612,10000,0.5,0.4,,24.0925,0.03,42,
303082651,CAL_2651_170309_6000,CAL,201703,6000,1802,1801.8,,24.0925,0.1064,133,
303072651,CAL_2651_170309_6500,CAL,201703,6500,1341,1340.6,,24.0925,0.1064,133,
303012651,CAL_2651_170309_7000,CAL,201703,7000,932.5,932.4,,24.0925,0.1064,133,
303022651,CAL_2651_170309_7500,CAL,201703,7500,602,601.7,,24.0925,0.1064,133,
303032651,CAL_2651_170309_8000,CAL,201703,8000,359.5,359.3,,24.0925,0.1064,133,
303042651,CAL_2651_170309_8500,CAL,201703,8500,199,198.8,,24.0925,0.1064,133,
303052651,CAL_2651_170309_9000,CAL,201703,9000,102.5,102.3,,24.0925,0.1064,133,
303062651,CAL_2651_170309_9500,CAL,201703,9500,49.3,49.3,,24.0925,0.1064,133,
306012651,CAL_2651_170608_7000,CAL,201706,7000,1038,1037.6,,24.0925,0.1282,224,
306022651,CAL_2651_170608_7500,CAL,201706,7500,731.5,731.5,,24.0925,0.1282,224,
306032651,CAL_2651_170608_8000,CAL,201706,8000,495,494.6,,24.0925,0.1282,224,
306042651,CAL_2651_170608_8500,CAL,201706,8500,322,321.6,,24.0925,0.1282,224,
306052651,CAL_2651_170608_9000,CAL,201706,9000,202,201.6,,24.0925,0.1282,224,
247012651,PUT_2651_161110_6500,PUT,201611,6500,0.1,0,,24.0925,0.0091,14,
247022651,PUT_2651_161110_7000,PUT,201611,7000,0.6,0.5,,24.0925,0.0091,14,
247032651,PUT_2651_161110_7500,PUT,201611,7500,23.6,23.6,,24.0925,0.0091,14,
247042651,PUT_2651_161110_8000,PUT,201611,8000,199,199,,24.0925,0.0091,14,
247052651,PUT_2651_161110_8500,PUT,201611,8500,601,600.7,,24.0925,0.0091,14,
247062651,PUT_2651_161110_9000,PUT,201611,9000,1091,1090.3,,24.0925,0.0091,14,
248092651,PUT_2651_161208_6000,PUT,201612,6000,0.1,0.1,,24.0925,0.03,42,
248082651,PUT_2651_161208_6500,PUT,201612,6500,1.6,1.6,,24.0925,0.03,42,
248072651,PUT_2651_161208_7000,PUT,201612,7000,18,18,,24.0925,0.03,42,
248062651,PUT_2651_161208_7500,PUT,201612,7500,97.5,97.5,,24.0925,0.03,42,
248012651,PUT_2651_161208_8000,PUT,201612,8000,307,306.6,,24.0925,0.03,42,
248022651,PUT_2651_161208_8500,PUT,201612,8500,659.5,659.5,,24.0925,0.03,42,
248032651,PUT_2651_161208_9000,PUT,201612,9000,1107,1106.5,,24.0925,0.03,42,
248042651,PUT_2651_161208_9500,PUT,201612,9500,1593,1592.8,,24.0925,0.03,42,
248052651,PUT_2651_161208_10000,PUT,201612,10000,2091,2090.1,,24.0925,0.03,42,
203082651,PUT_2651_170309_6000,PUT,201703,6000,14.4,14.4,,24.0925,0.1064,133,
203072651,PUT_2651_170309_6500,PUT,201703,6500,53,53,,24.0925,0.1064,133,
203012651,PUT_2651_170309_7000,PUT,201703,7000,145,144.6,,24.0925,0.1064,133,
203022651,PUT_2651_170309_7500,PUT,201703,7500,314,313.7,,24.0925,0.1064,133,
203032651,PUT_2651_170309_8000,PUT,201703,8000,571.5,571.1,,24.0925,0.1064,133,
203042651,PUT_2651_170309_8500,PUT,201703,8500,910.5,910.4,,24.0925,0.1064,133,
203052651,PUT_2651_170309_9000,PUT,201703,9000,1314,1313.8,,24.0925,0.1064,133,
203062651,PUT_2651_170309_9500,PUT,201703,9500,1761,1760.6,,24.0925,0.1064,133,
206012651,PUT_2651_170608_7000,PUT,201706,7000,247.5,247.1,,24.0925,0.1282,224,
206022651,PUT_2651_170608_7500,PUT,201706,7500,441,440.5,,24.0925,0.1282,224,
206032651,PUT_2651_170608_8000,PUT,201706,8000,703.5,703.3,,24.0925,0.1282,224,
206042651,PUT_2651_170608_8500,PUT,201706,8500,1030,1029.8,,24.0925,0.1282,224,
206052651,PUT_2651_170608_9000,PUT,201706,9000,1410,1409.5,,24.0925,0.1282,224,
347012768,CAL_2768_161110_200,CAL,201611,200,73.5,73,,33.92,0.0091,14,
347022768,CAL_2768_161110_225,CAL,201611,225,48.1,48,,33.92,0.0091,14,
347032768,CAL_2768_161110_250,CAL,201611,250,23.8,23.8,,33.92,0.0091,14,
347042768,CAL_2768_161110_275,CAL,201611,275,6.4,6.3,,33.92,0.0091,14,
347052768,CAL_2768_161110_300,CAL,201611,300,0.7,0.7,,33.92,0.0091,14,
347062768,CAL_2768_161110_325,CAL,201611,325,0.1,0,,33.92,0.0091,14,
348012768,CAL_2768_161208_150,CAL,201612,150,123.5,123,,33.92,0.03,42,
348022768,CAL_2768_161208_175,CAL,201612,175,98.5,98,,33.92,0.03,42,
348032768,CAL_2768_161208_200,CAL,201612,200,73.5,73,,33.92,0.03,42,
348042768,CAL_2768_161208_225,CAL,201612,225,48.6,48.6,,33.92,0.03,42,
348052768,CAL_2768_161208_250,CAL,201612,250,26.9,26.9,,33.92,0.03,42,
348062768,CAL_2768_161208_275,CAL,201612,275,11.7,11.6,,33.92,0.03,42,
348072768,CAL_2768_161208_300,CAL,201612,300,3.9,3.8,,33.92,0.03,42,
348082768,CAL_2768_161208_325,CAL,201612,325,1,1,,33.92,0.03,42,
303062768,CAL_2768_170309_175,CAL,201703,175,98.5,98.3,,33.92,0.1064,133,
303012768,CAL_2768_170309_200,CAL,201703,200,74.5,74.4,,33.92,0.1064,133,
303022768,CAL_2768_170309_225,CAL,201703,225,53,52.8,,33.92,0.1064,133,
303032768,CAL_2768_170309_250,CAL,201703,250,34.9,34.8,,33.92,0.1064,133,
303042768,CAL_2768_170309_275,CAL,201703,275,21.5,21.4,,33.92,0.1064,133,
303052768,CAL_2768_170309_300,CAL,201703,300,12.4,12.3,,33.92,0.1064,133,
303072768,CAL_2768_170309_325,CAL,201703,325,6.7,6.7,,33.92,0.1064,133,
306012768,CAL_2768_170608_225,CAL,201706,225,54,53.9,,33.92,0.1282,224,
306022768,CAL_2768_170608_250,CAL,201706,250,38.1,38.1,,33.92,0.1282,224,
306032768,CAL_2768_170608_275,CAL,201706,275,26,25.9,,33.92,0.1282,224,
306042768,CAL_2768_170608_300,CAL,201706,300,17.2,17.1,,33.92,0.1282,224,
306052768,CAL_2768_170608_325,CAL,201706,325,11.1,11,,33.92,0.1282,224,
247012768,PUT_2768_161110_200,PUT,201611,200,0.1,0,,33.92,0.0091,14,
247022768,PUT_2768_161110_225,PUT,201611,225,0.1,0,,33.92,0.0091,14,
247032768,PUT_2768_161110_250,PUT,201611,250,0.8,0.8,,33.92,0.0091,14,
247042768,PUT_2768_161110_275,PUT,201611,275,8.4,8.3,,33.92,0.0091,14,
247052768,PUT_2768_161110_300,PUT,201611,300,27.7,27.7,,33.92,0.0091,14,
247062768,PUT_2768_161110_325,PUT,201611,325,52.5,52,,33.92,0.0091,14,
248012768,PUT_2768_161208_150,PUT,201612,150,0.1,0,,33.92,0.03,42,
248022768,PUT_2768_161208_175,PUT,201612,175,0.1,0,,33.92,0.03,42,
248032768,PUT_2768_161208_200,PUT,201612,200,0.1,0,,33.92,0.03,42,
248042768,PUT_2768_161208_225,PUT,201612,225,0.6,0.6,,33.92,0.03,42,
248052768,PUT_2768_161208_250,PUT,201612,250,3.9,3.8,,33.92,0.03,42,
248062768,PUT_2768_161208_275,PUT,201612,275,13.6,13.6,,33.92,0.03,42,
248072768,PUT_2768_161208_300,PUT,201612,300,30.9,30.8,,33.92,0.03,42,
248082768,PUT_2768_161208_325,PUT,201612,325,53,53,,33.92,0.03,42,
203062768,PUT_2768_170309_175,PUT,201703,175,0.3,0.2,,33.92,0.1064,133,
203012768,PUT_2768_170309_200,PUT,201703,200,1.4,1.3,,33.92,0.1064,133,
203022768,PUT_2768_170309_225,PUT,201703,225,4.7,4.7,,33.92,0.1064,133,
203032768,PUT_2768_170309_250,PUT,201703,250,11.8,11.7,,33.92,0.1064,133,
203042768,PUT_2768_170309_275,PUT,201703,275,23.3,23.3,,33.92,0.1064,133,
203052768,PUT_2768_170309_300,PUT,201703,300,39.3,39.2,,33.92,0.1064,133,
203072768,PUT_2768_170309_325,PUT,201703,325,59,58.6,,33.92,0.1064,133,
206012768,PUT_2768_170608_225,PUT,201706,225,9.7,9.7,,33.92,0.1282,224,
206022768,PUT_2768_170608_250,PUT,201706,250,18.9,18.9,,33.92,0.1282,224,
206032768,PUT_2768_170608_275,PUT,201706,275,31.8,31.7,,33.92,0.1282,224,
206042768,PUT_2768_170608_300,PUT,201706,300,47.9,47.9,,33.92,0.1282,224,
206052768,PUT_2768_170608_325,PUT,201706,325,67,66.7,,33.92,0.1282,224,
347012802,CAL_2802_161110_1900,CAL,201611,1900,444.5,444,,33.5054,0.0091,14,
347022802,CAL_2802_161110_2000,CAL,201611,2000,344.5,344.4,,33.5054,0.0091,14,
347032802,CAL_2802_161110_2200,CAL,201611,2200,157.5,157.2,,33.5054,0.0091,14,
347042802,CAL_2802_161110_2400,CAL,201611,2400,35.7,35.7,,32.1278,0.0091,14,
347052802,CAL_2802_161110_2600,CAL,201611,2600,3.3,3.2,,32.1278,0.0091,14,
347062802,CAL_2802_161110_2800,CAL,201611,2800,0.2,0.1,,32.1278,0.0091,14,
348072802,CAL_2802_161208_1900,CAL,201612,1900,445,444.7,,26.3856,0.03,42,
348062802,CAL_2802_161208_2000,CAL,201612,2000,347.5,347,,26.3856,0.03,42,
348012802,CAL_2802_161208_2200,CAL,201612,2200,173,172.7,,26.3856,0.03,42,
348022802,CAL_2802_161208_2400,CAL,201612,2400,55.5,55.1,,24.9077,0.03,42,
348032802,CAL_2802_161208_2600,CAL,201612,2600,11.6,11.5,,25.2002,0.03,42,
348042802,CAL_2802_161208_2800,CAL,201612,2800,1.5,1.5,,25.2002,0.03,42,
348052802,CAL_2802_161208_3000,CAL,201612,3000,0.2,0.1,,25.2002,0.03,42,
303072802,CAL_2802_170309_1900,CAL,201703,1900,464.5,464.2,,28.5456,0.1064,133,
303062802,CAL_2802_170309_2000,CAL,201703,2000,381,380.6,,28.5456,0.1064,133,
303012802,CAL_2802_170309_2200,CAL,201703,2200,239,238.9,,28.5456,0.1064,133,
303022802,CAL_2802_170309_2400,CAL,201703,2400,128.5,128.4,,27.0677,0.1064,133,
303032802,CAL_2802_170309_2600,CAL,201703,2600,66,65.9,,27.3602,0.1064,133,
303042802,CAL_2802_170309_2800,CAL,201703,2800,30.5,30.5,,27.3602,0.1064,133,
303052802,CAL_2802_170309_3000,CAL,201703,3000,13.1,13.1,,27.3602,0.1064,133,
306012802,CAL_2802_170608_1900,CAL,201706,1900,480,480,,29.3756,0.1282,224,
306022802,CAL_2802_170608_2000,CAL,201706,2000,406,405.5,,29.3756,0.1282,224,
306032802,CAL_2802_170608_2200,CAL,201706,2200,279.5,279.2,,29.3756,0.1282,224,
306042802,CAL_2802_170608_2400,CAL,201706,2400,173,172.9,,27.8977,0.1282,224,
306052802,CAL_2802_170608_2600,CAL,201706,2600,108,108,,28.1902,0.1282,224,
306062802,CAL_2802_170608_2800,CAL,201706,2800,64,64,,28.1902,0.1282,224,
247012802,PUT_2802_161110_1900,PUT,201611,1900,0.1,0,,33.5054,0.0091,14,
247022802,PUT_2802_161110_2000,PUT,201611,2000,0.4,0.4,,33.5054,0.0091,14,
247032802,PUT_2802_161110_2200,PUT,201611,2200,13.3,13.2,,33.5054,0.0091,14,
247042802,PUT_2802_161110_2400,PUT,201611,2400,92,91.7,,32.1278,0.0091,14,
247052802,PUT_2802_161110_2600,PUT,201611,2600,259.5,259.2,,32.1278,0.0091,14,
247062802,PUT_2802_161110_2800,PUT,201611,2800,456.5,456.1,,32.1278,0.0091,14,
248072802,PUT_2802_161208_1900,PUT,201612,1900,0.7,0.6,,26.3856,0.03,42,
248062802,PUT_2802_161208_2000,PUT,201612,2000,3,3,,26.3856,0.03,42,
248012802,PUT_2802_161208_2200,PUT,201612,2200,28.6,28.6,,26.3856,0.03,42,
248022802,PUT_2802_161208_2400,PUT,201612,2400,111,111,,24.9077,0.03,42,
248032802,PUT_2802_161208_2600,PUT,201612,2600,267.5,267.5,,25.2002,0.03,42,
248042802,PUT_2802_161208_2800,PUT,201612,2800,457.5,457.4,,25.2002,0.03,42,
248052802,PUT_2802_161208_3000,PUT,201612,3000,656.5,656,,25.2002,0.03,42,
203072802,PUT_2802_170309_1900,PUT,201703,1900,19.5,19.5,,28.5456,0.1064,133,
203062802,PUT_2802_170309_2000,PUT,201703,2000,35.9,35.8,,28.5456,0.1064,133,
203012802,PUT_2802_170309_2200,PUT,201703,2200,94.5,94.1,,28.5456,0.1064,133,
203022802,PUT_2802_170309_2400,PUT,201703,2400,184,183.5,,27.0677,0.1064,133,
203032802,PUT_2802_170309_2600,PUT,201703,2600,321,320.9,,27.3602,0.1064,133,
203042802,PUT_2802_170309_2800,PUT,201703,2800,485.5,485.4,,27.3602,0.1064,133,
203052802,PUT_2802_170309_3000,PUT,201703,3000,668,667.9,,27.3602,0.1064,133,
206012802,PUT_2802_170608_1900,PUT,201706,1900,49.5,49.5,,29.3756,0.1282,224,
206022802,PUT_2802_170608_2000,PUT,201706,2000,75,74.9,,29.3756,0.1282,224,
206032802,PUT_2802_170608_2200,PUT,201706,2200,148.5,148.5,,29.3756,0.1282,224,
206042802,PUT_2802_170608_2400,PUT,201706,2400,242.5,242.1,,27.8977,0.1282,224,
206052802,PUT_2802_170608_2600,PUT,201706,2600,377,376.9,,28.1902,0.1282,224,
206062802,PUT_2802_170608_2800,PUT,201706,2800,533,532.8,,28.1902,0.1282,224,
347072914,CAL_2914_161110_3400,CAL,201611,3400,587.5,587.1,,25.9322,0.0091,14,
347012914,CAL_2914_161110_3600,CAL,201611,3600,389,388.6,,25.9322,0.0091,14,
347022914,CAL_2914_161110_3800,CAL,201611,3800,205.5,205.3,,25.9322,0.0091,14,
347032914,CAL_2914_161110_4000,CAL,201611,4000,71.5,71.4,,24.9153,0.0091,14,
347042914,CAL_2914_161110_4200,CAL,201611,4200,15,15,,25.1089,0.0091,14,
347052914,CAL_2914_161110_4400,CAL,201611,4400,1.8,1.7,,25.1089,0.0091,14,
347062914,CAL_2914_161110_4600,CAL,201611,4600,0.2,0.1,,25.1089,0.0091,14,
348102914,CAL_2914_161208_3400,CAL,201612,3400,592,591.7,,26.065,0.03,42,
348092914,CAL_2914_161208_3600,CAL,201612,3600,408,407.7,,26.065,0.03,42,
348082914,CAL_2914_161208_3800,CAL,201612,3800,251,250.6,,26.065,0.03,42,
348072914,CAL_2914_161208_4000,CAL,201612,4000,127.5,127.5,,24.7693,0.03,42,
348012914,CAL_2914_161208_4200,CAL,201612,4200,54,53.6,,24.1972,0.03,42,
348022914,CAL_2914_161208_4400,CAL,201612,4400,19.3,19.3,,24.1972,0.03,42,
348032914,CAL_2914_161208_4600,CAL,201612,4600,5.8,5.8,,24.1972,0.03,42,
348042914,CAL_2914_161208_4800,CAL,201612,4800,1.5,1.5,,24.1972,0.03,42,
348052914,CAL_2914_161208_5000,CAL,201612,5000,0.4,0.3,,24.1972,0.03,42,
348062914,CAL_2914_161208_5500,CAL,201612,5500,0.1,0,,24.1972,0.03,42,
303082914,CAL_2914_170309_3400,CAL,201703,3400,593.5,593.3,,28.185,0.1064,133,
303072914,CAL_2914_170309_3600,CAL,201703,3600,449.5,449.2,,28.185,0.1064,133,
303062914,CAL_2914_170309_3800,CAL,201703,3800,329,328.7,,28.185,0.1064,133,
303012914,CAL_2914_170309_4000,CAL,201703,4000,220.5,220.2,,26.8893,0.1064,133,
303022914,CAL_2914_170309_4200,CAL,201703,4200,142.5,142.4,,26.3172,0.1064,133,
303032914,CAL_2914_170309_4400,CAL,201703,4400,91,91,,26.3172,0.1064,133,
303042914,CAL_2914_170309_4600,CAL,201703,4600,56.5,56.1,,26.3172,0.1064,133,
303052914,CAL_2914_170309_4800,CAL,201703,4800,33.6,33.5,,26.3172,0.1064,133,
306072914,CAL_2914_170608_3400,CAL,201706,3400,658,657.7,,28.995,0.1282,224,
306062914,CAL_2914_170608_3600,CAL,201706,3600,527.5,527.3,,28.995,0.1282,224,
306012914,CAL_2914_170608_3800,CAL,201706,3800,416,415.6,,28.995,0.1282,224,
306022914,CAL_2914_170608_4000,CAL,201706,4000,306.5,306.5,,27.6993,0.1282,224,
306032914,CAL_2914_170608_4200,CAL,201706,4200,224,223.8,,27.1272,0.1282,224,
306042914,CAL_2914_170608_4400,CAL,201706,4400,164.5,164.4,,27.1272,0.1282,224,
